SpinCore Single Pulse NMR & NQR Experiment
ADC Frequency (MHz): 75.00
Blanking Bit: 2.0
Blanking Delay (ms): 3.000
Amplitude: 1.00
Spectrometer Frequency (MHz): 29.9015
Spectral Width (kHz): 3000.00
Number of Scans: 
Pulse-Width (us): 1.5
Pulse Phase (Degrees): 0.00
Transient Delay (us): 20.0
Repetition Delay (s): 0.1
Number of Acquisition Points: 16384.0
BYPASS FIR: YES
Shape: Hard
CYCLOPS: Yes
 
Frequency (kHz), Power Spectral Density Data
195.5566, 12521.3683
195.7397, 41549.8920
195.9229, 24882.7771
196.1060, 43027.8926
196.2891, 4413.5995
196.4722, 63838.7742
196.6553, 82794.3902
196.8384, 30422.5682
197.0215, 86212.2956
197.2046, 98786.5848
197.3877, 52480.5903
197.5708, 65025.6280
197.7539, 121112.8271
197.9370, 78851.2083
198.1201, 20145.4251
198.3032, 60818.4972
198.4863, 40742.9792
198.6694, 29340.9370
198.8525, 69182.1610
199.0356, 113699.5410
199.2188, 16571.3500
199.4019, 4073.2414
199.5850, 83322.3548
199.7681, 31670.8102
199.9512, 62825.7799
200.1343, 95127.7698
200.3174, 44452.1208
200.5005, 50446.8620
200.6836, 88299.9442
200.8667, 34081.7557
201.0498, 45233.9837
201.2329, 18631.6461
201.4160, 98639.9253
201.5991, 37567.5218
201.7822, 16754.4870
201.9653, 61978.7090
202.1484, 36591.1528
202.3315, 37366.8929
202.5146, 17801.6310
202.6978, 37261.2390
202.8809, 48333.8057
203.0640, 40752.6506
203.2471, 44911.3055
203.4302, 35754.4131
203.6133, 87694.2130
203.7964, 30328.5149
203.9795, 47768.3210
204.1626, 38088.7169
204.3457, 90507.0195
204.5288, 76519.7029
204.7119, 72691.5508
204.8950, 48550.8297
205.0781, 64871.5475
205.2612, 37170.4744
205.4443, 107735.8872
205.6274, 9364.3698
205.8105, 33182.5477
205.9937, 37796.8696
206.1768, 50260.4334
206.3599, 36937.8122
206.5430, 1754.3171
206.7261, 80628.3181
206.9092, 44020.1498
207.0923, 21810.2603
207.2754, 67892.8600
207.4585, 38112.4392
207.6416, 59093.5361
207.8247, 37503.7643
208.0078, 70370.5077
208.1909, 48273.8250
208.3740, 84189.6590
208.5571, 32066.1943
208.7402, 18840.8277
208.9233, 91678.4676
209.1064, 52502.2278
209.2896, 68214.6628
209.4727, 57492.1845
209.6558, 74050.4241
209.8389, 51822.4230
210.0220, 62711.5405
210.2051, 28081.2098
210.3882, 62006.9344
210.5713, 53357.9509
210.7544, 33451.8062
210.9375, 50184.5211
211.1206, 27456.7152
211.3037, 70883.0091
211.4868, 83620.3522
211.6699, 45534.1911
211.8530, 48058.9888
212.0361, 53268.4448
212.2192, 70509.1787
212.4023, 62779.5006
212.5854, 46618.9832
212.7686, 69730.6830
212.9517, 43067.0632
213.1348, 38533.8823
213.3179, 27815.3842
213.5010, 62895.3875
213.6841, 46001.3323
213.8672, 57131.2864
214.0503, 33817.1172
214.2334, 43653.8865
214.4165, 37485.1339
214.5996, 54767.6889
214.7827, 37556.2196
214.9658, 12385.0922
215.1489, 55660.7111
215.3320, 40958.6722
215.5151, 77502.0493
215.6982, 2523.6106
215.8813, 41132.5677
216.0645, 40357.4629
216.2476, 33804.8173
216.4307, 55684.1277
216.6138, 52422.3849
216.7969, 71093.9515
216.9800, 24205.2129
217.1631, 26078.0152
217.3462, 81076.9121
217.5293, 42318.0257
217.7124, 61990.5996
217.8955, 13266.0544
218.0786, 67800.1955
218.2617, 74880.2834
218.4448, 24524.6663
218.6279, 42812.5150
218.8110, 37130.3753
218.9941, 59925.4789
219.1772, 15627.1701
219.3604, 40626.1002
219.5435, 30410.8018
219.7266, 5125.3199
219.9097, 54452.0523
220.0928, 35756.7670
220.2759, 64983.6838
220.4590, 76637.7207
220.6421, 66854.3775
220.8252, 8924.0822
221.0083, 12528.3987
221.1914, 44141.0150
221.3745, 40572.2804
221.5576, 39838.0056
221.7407, 27132.4391
221.9238, 13765.4054
222.1069, 39479.6876
222.2900, 48346.3721
222.4731, 35792.4576
222.6562, 63965.1410
222.8394, 39757.2823
223.0225, 55104.5686
223.2056, 25589.3191
223.3887, 85349.0749
223.5718, 22382.4383
223.7549, 52310.9388
223.9380, 71183.5129
224.1211, 35728.9376
224.3042, 57361.1753
224.4873, 46813.0191
224.6704, 12827.5535
224.8535, 18059.4356
225.0366, 44887.8895
225.2197, 25774.8313
225.4028, 65537.4049
225.5859, 31446.6569
225.7690, 43515.2469
225.9521, 60037.5612
226.1353, 14502.1685
226.3184, 23249.9509
226.5015, 35925.5896
226.6846, 81065.0645
226.8677, 73296.4919
227.0508, 11761.1462
227.2339, 15928.3502
227.4170, 8403.8973
227.6001, 69317.7023
227.7832, 39746.4876
227.9663, 52016.7489
228.1494, 27155.9584
228.3325, 61025.5546
228.5156, 58362.5050
228.6987, 90964.7328
228.8818, 52503.9426
229.0649, 21315.3879
229.2480, 55598.8364
229.4312, 34188.4486
229.6143, 23155.4158
229.7974, 64551.5629
229.9805, 5545.1125
230.1636, 16556.9688
230.3467, 49871.1075
230.5298, 32217.8745
230.7129, 56536.0295
230.8960, 33203.9041
231.0791, 57329.6161
231.2622, 84121.9175
231.4453, 22460.4291
231.6284, 64166.4974
231.8115, 12729.3065
231.9946, 65940.9683
232.1777, 71011.6382
232.3608, 52707.0911
232.5439, 43263.0047
232.7271, 46695.1952
232.9102, 63148.2355
233.0933, 45954.6443
233.2764, 40035.0116
233.4595, 45351.1460
233.6426, 37202.2902
233.8257, 69807.3160
234.0088, 46874.2354
234.1919, 30790.6635
234.3750, 51423.7102
234.5581, 27669.0392
234.7412, 46487.6446
234.9243, 32806.0617
235.1074, 31966.0249
235.2905, 15035.7783
235.4736, 73750.2402
235.6567, 54281.2951
235.8398, 84208.2834
236.0229, 76876.5683
236.2061, 94736.6273
236.3892, 75285.6682
236.5723, 16838.5389
236.7554, 17756.8515
236.9385, 6750.7384
237.1216, 21378.7608
237.3047, 5184.4190
237.4878, 10303.5340
237.6709, 35843.5967
237.8540, 46117.9211
238.0371, 28856.2488
238.2202, 65483.7264
238.4033, 15671.9019
238.5864, 85418.1597
238.7695, 55742.6534
238.9526, 30474.2193
239.1357, 11191.0482
239.3188, 68231.0003
239.5020, 15880.3953
239.6851, 67096.0287
239.8682, 49907.3206
240.0513, 43011.8834
240.2344, 39971.3052
240.4175, 42134.0695
240.6006, 16574.3558
240.7837, 39372.1255
240.9668, 29936.9666
241.1499, 85098.7031
241.3330, 22591.9218
241.5161, 36904.3845
241.6992, 15286.3611
241.8823, 11460.8525
242.0654, 44480.1735
242.2485, 53907.4507
242.4316, 18268.3874
242.6147, 53337.4047
242.7979, 29472.1752
242.9810, 44050.2603
243.1641, 72138.5670
243.3472, 67297.1572
243.5303, 53170.6022
243.7134, 52731.2573
243.8965, 77582.8694
244.0796, 56009.5442
244.2627, 43662.1410
244.4458, 18079.8487
244.6289, 48010.6017
244.8120, 66540.1649
244.9951, 17274.8102
245.1782, 117379.0624
245.3613, 36984.6514
245.5444, 16437.8514
245.7275, 58093.0645
245.9106, 6176.9721
246.0938, 40295.3472
246.2769, 36006.3446
246.4600, 9348.3056
246.6431, 48628.9134
246.8262, 49927.0038
247.0093, 22323.1566
247.1924, 59663.9943
247.3755, 55602.3158
247.5586, 18753.8954
247.7417, 66890.6030
247.9248, 47020.0487
248.1079, 21950.4445
248.2910, 71846.4368
248.4741, 60794.9472
248.6572, 31213.1257
248.8403, 70278.1293
249.0234, 50268.3483
249.2065, 104301.7138
249.3896, 22038.0394
249.5728, 24077.4348
249.7559, 20930.0742
249.9390, 7404.3312
250.1221, 123285.3561
250.3052, 40616.5808
250.4883, 58667.4684
250.6714, 50750.6514
250.8545, 35632.8790
251.0376, 44035.6452
251.2207, 36178.5493
251.4038, 33556.9012
251.5869, 68436.9495
251.7700, 43805.7927
251.9531, 73893.4338
252.1362, 60275.1123
252.3193, 56250.4393
252.5024, 55039.6259
252.6855, 22127.7280
252.8687, 9657.7023
253.0518, 48559.7531
253.2349, 29177.1522
253.4180, 27513.6623
253.6011, 30628.4140
253.7842, 81405.3122
253.9673, 9470.7284
254.1504, 72974.3310
254.3335, 45986.2824
254.5166, 36036.3175
254.6997, 21124.9964
254.8828, 69490.1294
255.0659, 84044.2093
255.2490, 72696.2336
255.4321, 61259.0822
255.6152, 38240.9334
255.7983, 28047.1667
255.9814, 38146.9464
256.1646, 48414.9595
256.3477, 43970.6352
256.5308, 8135.4295
256.7139, 51766.6951
256.8970, 47286.2023
257.0801, 44034.8972
257.2632, 31387.4778
257.4463, 30327.1083
257.6294, 38327.7391
257.8125, 51245.0799
257.9956, 64095.6389
258.1787, 66030.0464
258.3618, 46522.9725
258.5449, 11500.6923
258.7280, 64921.1263
258.9111, 60896.6680
259.0942, 72740.6561
259.2773, 88467.1532
259.4604, 14980.9211
259.6436, 19607.4650
259.8267, 52412.4281
260.0098, 32504.3732
260.1929, 60784.2255
260.3760, 25023.7857
260.5591, 68514.8227
260.7422, 28798.0580
260.9253, 40228.8878
261.1084, 62574.5781
261.2915, 14023.6351
261.4746, 18017.0989
261.6577, 36395.6510
261.8408, 62100.7742
262.0239, 10750.8683
262.2070, 75353.3950
262.3901, 66960.3438
262.5732, 91337.4191
262.7563, 30460.0497
262.9395, 13459.9999
263.1226, 41662.6166
263.3057, 64264.2551
263.4888, 41628.3606
263.6719, 27813.1838
263.8550, 19518.7464
264.0381, 27440.7132
264.2212, 43857.4634
264.4043, 97909.4320
264.5874, 25802.9610
264.7705, 20180.5489
264.9536, 25350.8621
265.1367, 69090.5792
265.3198, 21858.8232
265.5029, 31526.9521
265.6860, 55663.0368
265.8691, 61465.9201
266.0522, 30329.3597
266.2354, 19223.8078
266.4185, 27257.0490
266.6016, 18872.1260
266.7847, 84538.4004
266.9678, 41843.8234
267.1509, 73845.5500
267.3340, 86850.7851
267.5171, 20609.7374
267.7002, 15792.3579
267.8833, 46341.6672
268.0664, 24851.3901
268.2495, 76911.4567
268.4326, 56806.1217
268.6157, 14715.8780
268.7988, 7105.8276
268.9819, 18213.2779
269.1650, 37356.3683
269.3481, 66659.5002
269.5312, 60330.8922
269.7144, 32367.3388
269.8975, 27544.4309
270.0806, 51127.7764
270.2637, 6405.7214
270.4468, 63215.1168
270.6299, 95603.6853
270.8130, 42042.3496
270.9961, 14736.8961
271.1792, 17197.9189
271.3623, 36325.0220
271.5454, 47281.6373
271.7285, 64949.3652
271.9116, 26648.4489
272.0947, 25136.1141
272.2778, 9675.9002
272.4609, 52821.0184
272.6440, 25385.5389
272.8271, 49800.2729
273.0103, 47184.8312
273.1934, 57997.7121
273.3765, 23544.7179
273.5596, 80618.0373
273.7427, 79240.9355
273.9258, 13010.2668
274.1089, 36050.4003
274.2920, 58844.8634
274.4751, 56710.4955
274.6582, 55887.1186
274.8413, 50769.1649
275.0244, 32746.0084
275.2075, 39742.1499
275.3906, 49791.4091
275.5737, 16416.4342
275.7568, 43527.5715
275.9399, 68597.1873
276.1230, 33536.2119
276.3062, 85799.6363
276.4893, 73422.3424
276.6724, 26159.8830
276.8555, 30918.8363
277.0386, 14605.0669
277.2217, 9937.4825
277.4048, 48032.1071
277.5879, 77248.1393
277.7710, 35814.9984
277.9541, 41334.3473
278.1372, 10598.8424
278.3203, 62365.5713
278.5034, 30543.7755
278.6865, 33813.1408
278.8696, 25379.3768
279.0527, 24823.9434
279.2358, 58954.4889
279.4189, 59305.0391
279.6021, 43317.9084
279.7852, 35426.8645
279.9683, 15320.9455
280.1514, 41851.0807
280.3345, 29868.8825
280.5176, 5081.7426
280.7007, 17479.1643
280.8838, 26951.7540
281.0669, 8940.3243
281.2500, 39243.0383
281.4331, 13616.2679
281.6162, 36058.0720
281.7993, 38687.7717
281.9824, 77351.8224
282.1655, 16159.7739
282.3486, 20066.6337
282.5317, 37299.9954
282.7148, 19286.4854
282.8979, 10552.8311
283.0811, 14283.0197
283.2642, 73645.8868
283.4473, 35821.7628
283.6304, 30650.0410
283.8135, 29178.6389
283.9966, 13924.7927
284.1797, 26393.0563
284.3628, 56031.8820
284.5459, 72111.6142
284.7290, 58935.7181
284.9121, 24906.3246
285.0952, 19786.5452
285.2783, 40635.9464
285.4614, 33947.8586
285.6445, 42627.2559
285.8276, 73730.9668
286.0107, 34392.4884
286.1938, 34798.0415
286.3770, 67918.8823
286.5601, 9092.9361
286.7432, 46258.4130
286.9263, 74717.9413
287.1094, 106404.9436
287.2925, 18395.5468
287.4756, 36519.4984
287.6587, 25741.4311
287.8418, 47942.9352
288.0249, 74761.2475
288.2080, 45502.3387
288.3911, 33918.2854
288.5742, 56968.4893
288.7573, 40793.9051
288.9404, 33067.5926
289.1235, 64446.6153
289.3066, 37627.4267
289.4897, 63412.4931
289.6729, 28065.4781
289.8560, 26096.6641
290.0391, 23520.2179
290.2222, 30074.8770
290.4053, 26749.4848
290.5884, 54792.9093
290.7715, 17987.3282
290.9546, 41122.5199
291.1377, 17306.7287
291.3208, 45104.3100
291.5039, 50894.1085
291.6870, 39025.0479
291.8701, 29824.9063
292.0532, 40005.1507
292.2363, 36481.0940
292.4194, 27949.7878
292.6025, 31156.5607
292.7856, 57263.5962
292.9688, 30505.3035
293.1519, 33242.2544
293.3350, 49166.9841
293.5181, 40218.9269
293.7012, 9968.8499
293.8843, 60262.4206
294.0674, 46880.5729
294.2505, 35336.8213
294.4336, 17641.0976
294.6167, 32540.1846
294.7998, 22026.9104
294.9829, 36326.0642
295.1660, 51247.8502
295.3491, 45129.2477
295.5322, 56580.9215
295.7153, 70988.3014
295.8984, 19587.6108
296.0815, 57639.9369
296.2646, 58088.8330
296.4478, 20329.2925
296.6309, 33893.0684
296.8140, 22855.6444
296.9971, 39777.6910
297.1802, 4520.0209
297.3633, 16705.5234
297.5464, 44826.7856
297.7295, 10025.2861
297.9126, 37393.2426
298.0957, 18873.9048
298.2788, 32776.5919
298.4619, 23630.9510
298.6450, 8556.2303
298.8281, 61003.1532
299.0112, 43653.1396
299.1943, 105565.7665
299.3774, 71381.0842
299.5605, 31010.0249
299.7437, 14275.3633
299.9268, 34497.3174
300.1099, 21650.0851
300.2930, 39848.8014
300.4761, 37083.3036
300.6592, 77259.5351
300.8423, 48759.9164
301.0254, 94903.9212
301.2085, 4508.7615
301.3916, 13308.8139
301.5747, 25121.0504
301.7578, 33766.7237
301.9409, 58058.6902
302.1240, 6065.4869
302.3071, 16680.4145
302.4902, 59982.7688
302.6733, 67687.8404
302.8564, 17195.9719
303.0396, 20210.4635
303.2227, 12868.2696
303.4058, 43901.3443
303.5889, 8097.9930
303.7720, 35416.6689
303.9551, 26536.0308
304.1382, 70798.6393
304.3213, 43081.9472
304.5044, 41247.5557
304.6875, 32191.6328
304.8706, 65690.3879
305.0537, 15450.7802
305.2368, 49777.0913
305.4199, 18810.1381
305.6030, 15919.9050
305.7861, 29665.1620
305.9692, 25608.8921
306.1523, 36605.3610
306.3354, 38180.7064
306.5186, 34535.2531
306.7017, 31278.7566
306.8848, 72777.4416
307.0679, 44113.5112
307.2510, 58800.2490
307.4341, 34676.0510
307.6172, 11054.9639
307.8003, 17810.1435
307.9834, 16583.2918
308.1665, 54989.5484
308.3496, 21989.4432
308.5327, 20491.5200
308.7158, 22143.2786
308.8989, 56402.0582
309.0820, 21194.6806
309.2651, 82479.3608
309.4482, 32839.4834
309.6313, 15947.1907
309.8145, 51564.6142
309.9976, 14788.4764
310.1807, 21248.8713
310.3638, 22760.4181
310.5469, 56223.7957
310.7300, 50969.0057
310.9131, 23697.3736
311.0962, 34510.7175
311.2793, 13215.0656
311.4624, 40054.1610
311.6455, 41602.7518
311.8286, 24701.7048
312.0117, 27259.3060
312.1948, 15061.3757
312.3779, 40390.9177
312.5610, 23405.7100
312.7441, 47911.1380
312.9272, 41725.9491
313.1104, 33855.1574
313.2935, 11962.7454
313.4766, 36624.8402
313.6597, 17810.2697
313.8428, 42541.2419
314.0259, 57458.0909
314.2090, 12731.5149
314.3921, 85061.1241
314.5752, 41790.7833
314.7583, 54151.2926
314.9414, 16446.4055
315.1245, 38323.2799
315.3076, 7702.9266
315.4907, 41011.0018
315.6738, 42821.8706
315.8569, 68236.6782
316.0400, 38255.3230
316.2231, 29398.7332
316.4062, 45611.9532
316.5894, 22864.6270
316.7725, 29848.9847
316.9556, 52724.1552
317.1387, 59898.5440
317.3218, 38743.7694
317.5049, 54633.5918
317.6880, 48150.4896
317.8711, 5184.1037
318.0542, 56896.7015
318.2373, 46050.6329
318.4204, 29477.2622
318.6035, 24647.7407
318.7866, 56086.7666
318.9697, 46052.5364
319.1528, 17574.7415
319.3359, 17318.4631
319.5190, 29925.5735
319.7021, 35964.8803
319.8853, 19526.5999
320.0684, 52333.2162
320.2515, 32108.9077
320.4346, 67598.8713
320.6177, 62446.0458
320.8008, 41767.7947
320.9839, 45768.6423
321.1670, 29078.5599
321.3501, 6552.8321
321.5332, 65206.0132
321.7163, 44183.6513
321.8994, 32897.1897
322.0825, 89917.7594
322.2656, 27151.7292
322.4487, 44919.5008
322.6318, 49763.6748
322.8149, 65952.1387
322.9980, 36352.2773
323.1812, 66817.1795
323.3643, 71310.7432
323.5474, 57427.7170
323.7305, 28553.3233
323.9136, 77053.5948
324.0967, 29159.2554
324.2798, 38751.6953
324.4629, 5172.0324
324.6460, 68485.7916
324.8291, 55790.2239
325.0122, 28263.4630
325.1953, 82981.3018
325.3784, 20483.4180
325.5615, 8886.2882
325.7446, 40581.5339
325.9277, 17326.4369
326.1108, 8892.7998
326.2939, 14685.8149
326.4771, 12192.7201
326.6602, 70588.5430
326.8433, 29679.8542
327.0264, 62547.3631
327.2095, 33761.7425
327.3926, 21209.3919
327.5757, 51014.1175
327.7588, 43535.7735
327.9419, 16692.5767
328.1250, 17680.2131
328.3081, 22960.6735
328.4912, 33341.1834
328.6743, 20686.2656
328.8574, 11232.3374
329.0405, 17555.9528
329.2236, 6449.2090
329.4067, 25155.1674
329.5898, 23066.6573
329.7729, 25449.7816
329.9561, 61047.1067
330.1392, 37873.4595
330.3223, 34719.0246
330.5054, 35142.5442
330.6885, 21011.5756
330.8716, 12361.7369
331.0547, 24005.2152
331.2378, 42803.1748
331.4209, 34527.1619
331.6040, 26012.2417
331.7871, 50834.0316
331.9702, 33246.8902
332.1533, 84035.1334
332.3364, 93417.8700
332.5195, 27687.0349
332.7026, 23990.6467
332.8857, 53214.5246
333.0688, 8004.6744
333.2520, 23956.8062
333.4351, 44865.9896
333.6182, 56784.4476
333.8013, 21325.8396
333.9844, 38574.2062
334.1675, 36866.6292
334.3506, 29806.5091
334.5337, 56841.3800
334.7168, 43076.7461
334.8999, 15885.3875
335.0830, 26646.6178
335.2661, 29029.8807
335.4492, 20654.6068
335.6323, 41181.7496
335.8154, 20814.7076
335.9985, 54536.9227
336.1816, 51378.0123
336.3647, 63678.6136
336.5479, 42546.3756
336.7310, 34541.5546
336.9141, 30792.6896
337.0972, 31880.4528
337.2803, 34424.0502
337.4634, 48939.0477
337.6465, 19924.9946
337.8296, 38950.9736
338.0127, 64235.5986
338.1958, 12646.0651
338.3789, 17824.5270
338.5620, 60334.7111
338.7451, 53173.6338
338.9282, 52840.8815
339.1113, 13528.2809
339.2944, 15823.3072
339.4775, 62664.7008
339.6606, 52453.2401
339.8438, 8208.1517
340.0269, 21692.9985
340.2100, 28822.8498
340.3931, 18417.2280
340.5762, 58160.0612
340.7593, 74673.0703
340.9424, 13173.0706
341.1255, 11160.4271
341.3086, 25741.0934
341.4917, 54236.4015
341.6748, 29996.4564
341.8579, 21186.9645
342.0410, 50818.3468
342.2241, 57192.8452
342.4072, 84521.5765
342.5903, 27530.8798
342.7734, 26208.0186
342.9565, 19068.9071
343.1396, 54599.7733
343.3228, 23528.3272
343.5059, 48276.5322
343.6890, 11511.8986
343.8721, 27749.9044
344.0552, 23882.7542
344.2383, 20811.6125
344.4214, 45890.5838
344.6045, 61614.4099
344.7876, 64524.3102
344.9707, 23674.6462
345.1538, 38286.0196
345.3369, 13848.8360
345.5200, 71885.6965
345.7031, 58644.8164
345.8862, 27619.1475
346.0693, 23706.1011
346.2524, 53567.1431
346.4355, 4113.9256
346.6187, 28372.8781
346.8018, 23265.2387
346.9849, 35325.6098
347.1680, 51610.3932
347.3511, 19832.9188
347.5342, 39140.9229
347.7173, 28765.8067
347.9004, 35797.7692
348.0835, 66748.6109
348.2666, 56860.4803
348.4497, 5387.2277
348.6328, 13786.1554
348.8159, 1114.2149
348.9990, 55700.9863
349.1821, 51862.6170
349.3652, 47190.2441
349.5483, 47293.9958
349.7314, 35381.1127
349.9146, 37085.5414
350.0977, 17920.4433
350.2808, 22959.9185
350.4639, 38662.4429
350.6470, 19858.7880
350.8301, 18082.3975
351.0132, 35456.7651
351.1963, 15039.5239
351.3794, 21808.4985
351.5625, 3144.2798
351.7456, 49596.7455
351.9287, 41706.7789
352.1118, 45629.4795
352.2949, 28408.2112
352.4780, 18561.3636
352.6611, 31121.1592
352.8442, 23640.5399
353.0273, 56034.6944
353.2104, 19042.2380
353.3936, 52792.4230
353.5767, 40875.6731
353.7598, 49986.9646
353.9429, 65516.8368
354.1260, 23874.5244
354.3091, 64930.9796
354.4922, 33916.1516
354.6753, 65404.7433
354.8584, 10108.9138
355.0415, 28253.5919
355.2246, 51167.2786
355.4077, 21003.8885
355.5908, 21047.0842
355.7739, 44485.6167
355.9570, 13572.7982
356.1401, 28307.5340
356.3232, 10013.9791
356.5063, 32675.2264
356.6895, 21495.5150
356.8726, 43976.6572
357.0557, 69741.3733
357.2388, 39629.8339
357.4219, 47058.5123
357.6050, 49414.7162
357.7881, 13635.5817
357.9712, 22959.5177
358.1543, 22452.9712
358.3374, 32171.0060
358.5205, 44511.6329
358.7036, 17943.4730
358.8867, 8803.5625
359.0698, 25713.1381
359.2529, 61125.5062
359.4360, 46835.4385
359.6191, 37335.4724
359.8022, 48802.5137
359.9854, 81557.8441
360.1685, 33179.2728
360.3516, 30916.4901
360.5347, 29535.5309
360.7178, 44564.0078
360.9009, 36054.5320
361.0840, 56269.8224
361.2671, 68327.4781
361.4502, 36104.2603
361.6333, 21716.5313
361.8164, 64473.6485
361.9995, 36898.6543
362.1826, 38757.0981
